,종목코드,종목명,종가,대비,등락률,EPS,PER,BPS,PBR,주당배당금,배당수익률
1333,230360,에코마케팅,25550,-300,-1.16,975.0,26.21,3293.0,7.76,670,2.62
1334,038870,에코바이오,8530,-60,-0.7,620.0,13.76,5355.0,1.59,0,0.0
1335,128540,에코캡,4190,90,2.2,76.0,55.13,4556.0,0.92,0,0.0
1336,086520,에코프로,65500,2000,3.15,946.0,69.24,12226.0,5.36,300,0.46
1337,247540,에코프로비엠,180500,14200,8.54,1750.0,103.14,18010.0,10.02,150,0.08
1338,038110,에코플라스틱,2885,-155,-5.1,,,4274.0,0.68,30,1.04
1339,073540,에프알텍,5310,330,6.63,,,2742.0,1.94,0,0.0
1340,064850,에프앤가이드,11150,-250,-2.19,286.0,38.99,3067.0,3.64,70,0.63
1341,064090,에프앤리퍼블릭,256,-8,-3.03,,,423.0,0.61,0,0.0
1342,036810,에프에스티,28400,-300,-1.05,1002.0,28.34,5592.0,5.08,80,0.28
1343,173940,에프엔씨엔터,5910,-70,-1.17,,,4622.0,1.28,0,0.0
1344,083500,에프엔에스테크,12150,-150,-1.22,202.0,60.15,6180.0,1.97,0,0.0
1345,054940,엑사이엔씨,1715,60,3.63,,,1570.0,1.09,0,0.0
1346,205100,엑셈,5060,40,0.8,143.0,35.38,1958.0,2.58,0,0.0
1347,070300,엑스큐어,4810,0,0.0,175.0,27.49,3165.0,1.52,0,0.0
1348,092870,엑시콘,15500,-400,-2.52,,,7266.0,2.13,65,0.42
1349,317870,엔바이오니아,10000,-400,-3.85,159.0,62.89,2897.0,3.45,0,0.0
1350,067570,엔브이에이치코리아,5020,-10,-0.2,364.0,13.79,4904.0,1.02,50,1.0
1351,236810,엔비티,26300,-2200,-7.72,159.0,165.41,,,0,0.0
1352,333620,엔시스,28300,300,1.07,249.0,113.65,607.0,46.62,0,0.0
1353,101400,엔시트론,915,7,0.77,,,580.0,1.58,0,0.0
1354,036570,엔씨소프트,906000,-19000,-2.05,17387.0,52.11,113836.0,7.96,5220,0.58
1355,217820,엔에스,10700,500,4.9,693.0,15.44,3288.0,3.25,80,0.75
1356,138250,엔에스쇼핑,12400,-700,-5.34,,,12609.0,0.98,150,1.21
1357,031860,엔에스엔,1540,-60,-3.75,,,952.0,1.62,0,0.0
1358,310840,엔에이치스팩13호,2105,-10,-0.47,,,,,0,0.0
1359,353190,엔에이치스팩16호,2970,-15,-0.5,,,,,0,0.0
1360,359090,엔에이치스팩17호,2110,5,0.24,,,,,0,0.0
1361,365590,엔에이치스팩18호,2105,-5,-0.24,,,,,0,0.0
1362,265740,엔에프씨,17400,0,0.0,991.0,17.56,2829.0,6.15,0,0.0
1363,354200,엔젠바이오,18000,1150,6.82,,,398.0,45.23,0,0.0
1364,208860,엔지스테크널러지,2205,0,0.0,,,955.0,2.31,0,0.0
1365,183490,엔지켐생명과학,141200,12000,9.29,,,9036.0,15.63,0,0.0
1366,085310,엔케이,1395,25,1.82,,,1121.0,1.24,0,0.0
1367,182400,엔케이맥스,18750,1050,5.93,,,3408.0,5.5,0,0.0
1368,009810,엔케이물산,649,4,0.62,,,802.0,0.81,0,0.0
1369,069410,엔텔스,8170,170,2.13,203.0,40.25,4116.0,1.98,0,0.0
1370,227950,엔투텍,2260,-35,-1.53,,,1138.0,1.99,0,0.0
1371,198080,엔피디,3970,70,1.79,1167.0,3.4,3492.0,1.14,0,0.0
1372,048830,엔피케이,2005,-5,-0.25,,,2153.0,0.93,30,1.5
1373,096870,엘디티,4480,-110,-2.4,,,1480.0,3.03,0,0.0
1374,061970,엘비세미콘,14250,-250,-1.72,744.0,19.15,3419.0,4.17,50,0.35
1375,138690,엘아이에스,5420,10,0.18,,,2625.0,2.06,0,0.0
1376,290650,엘앤씨바이오,32950,200,0.61,331.0,99.55,2635.0,12.5,100,0.3
1377,066970,엘앤에프,95800,6900,7.76,,,5040.0,19.01,50,0.05
1378,156100,엘앤케이바이오,42700,2300,5.69,,,2343.0,18.22,0,0.0
1379,073110,엘엠에스,11000,50,0.46,1603.0,6.86,13986.0,0.79,250,2.27
1380,083310,엘오티베큠,18400,400,2.22,143.0,128.67,9277.0,1.98,0,0.0
1381,297890,엘이티,22850,600,2.7,1557.0,14.68,4594.0,4.97,0,0.0
1382,037950,엘컴텍,1430,15,1.06,13.0,110.0,877.0,1.63,35,2.45
1383,170920,엘티씨,13700,400,3.01,104.0,131.73,11611.0,1.18,100,0.73
1384,058630,엠게임,9380,130,1.41,406.0,23.1,2050.0,4.58,0,0.0
1385,019590,엠벤처투자,1325,10,0.76,133.0,9.96,627.0,2.11,0,0.0
1386,169330,엠브레인,8890,-10,-0.11,511.0,17.4,2521.0,3.53,220,2.47
1387,097520,엠씨넥스,56400,300,0.53,5151.0,10.95,12571.0,4.49,500,0.89
1388,179290,엠아이텍,4500,70,1.58,120.0,37.5,1586.0,2.84,50,1.11
1389,009780,엠에스씨,5170,-30,-0.58,668.0,7.74,5130.0,1.01,60,1.16
1390,123040,엠에스오토텍,7120,20,0.28,552.0,12.9,4849.0,1.47,75,1.05
1391,323230,엠에프엠코리아,2520,200,8.62,,,,,0,0.0
1392,032790,엠젠플러스,4075,0,0.0,,,1319.0,3.09,0,0.0
1393,033160,엠케이전자,12150,500,4.29,336.0,36.16,13992.0,0.87,40,0.33
1394,347890,엠투아이,10300,-200,-1.9,401.0,25.69,2485.0,4.14,280,2.72
1395,033310,엠투엔,18800,300,1.62,200.0,94.0,2544.0,7.39,0,0.0
1396,259630,엠플러스,14300,850,6.32,198.0,72.22,4076.0,3.51,0,0.0
1397,115960,연우,30550,0,0.0,1355.0,22.55,16906.0,1.81,160,0.52
1398,060850,영림원소프트랩,14000,0,0.0,714.0,19.61,1578.0,8.87,25,0.18
1399,014440,영보화학,4385,25,0.57,263.0,16.67,7274.0,0.6,100,2.28
1400,007530,영신금속,4600,445,10.71,450.0,10.22,3267.0,1.41,0,0.0
1401,143540,영우디에스피,2135,-35,-1.61,,,591.0,3.61,0,0.0
1402,111770,영원무역,40300,350,0.88,3791.0,10.63,41602.0,0.97,400,0.99
1403,009970,영원무역홀딩스,46250,1500,3.35,10421.0,4.44,100896.0,0.46,1000,2.16
1404,003520,영진약품,6310,-50,-0.79,28.0,225.36,633.0,9.97,0,0.0
1405,000670,영풍,606000,17000,2.89,135469.0,4.47,1767872.0,0.34,10000,1.65
1406,036560,영풍정밀,8770,-140,-1.57,799.0,10.98,18057.0,0.49,300,3.42
1407,006740,영풍제지,7080,-240,-3.28,516.0,13.72,5383.0,1.32,40,0.56
1408,012280,영화금속,1920,-30,-1.54,6.0,320.0,1556.0,1.23,0,0.0
1409,265560,영화테크,20300,-100,-0.49,,,8466.0,2.4,50,0.25
1410,012160,영흥,1185,-20,-1.66,20.0,59.25,1937.0,0.61,30,2.53
1411,036000,예림당,3065,35,1.16,,,9308.0,0.33,0,0.0
1412,250930,예선테크,2655,10,0.38,,,1089.0,2.44,0,0.0
1413,053280,예스24,19250,100,0.52,,,3715.0,5.18,200,1.04
1414,015360,예스코홀딩스,34300,100,0.29,4611.0,7.44,91813.0,0.37,1750,5.1
1415,122640,예스티,14400,-300,-2.04,,,3924.0,3.67,0,0.0
1416,045060,오공,5130,100,1.99,444.0,11.55,4699.0,1.09,50,0.97
1417,080520,오디텍,8080,170,2.15,192.0,42.08,10005.0,0.81,100,1.24
1418,007310,오뚜기,575000,4000,0.7,29693.0,19.36,354385.0,1.62,7500,1.3
1419,039830,오로라,10900,0,0.0,368.0,29.62,9867.0,1.1,200,1.83
1420,322310,오로스테크놀로지,45050,500,1.12,1028.0,43.82,2564.0,17.57,0,0.0
1421,046120,오르비텍,8810,80,0.92,43.0,204.88,2877.0,3.06,0,0.0
1422,014940,오리엔탈정공,3865,-85,-2.15,77.0,50.19,689.0,5.61,0,0.0
1423,002630,오리엔트바이오,1645,20,1.23,,,510.0,3.23,0,0.0
1424,065500,오리엔트정공,1230,-20,-1.6,,,424.0,2.9,0,0.0
1425,271560,오리온,127500,-500,-0.39,5454.0,23.38,41042.0,3.11,600,0.47
1426,001800,오리온홀딩스,16550,750,4.75,804.0,20.58,30747.0,0.54,650,3.93
1427,010470,오리콤,5950,0,0.0,532.0,11.18,7081.0,0.84,220,3.7
1428,053980,오상자이엘,7470,320,4.48,,,2131.0,3.51,0,0.0
1429,052420,오성첨단소재,4130,-55,-1.31,236.0,17.5,2813.0,1.47,0,0.0
1430,241790,오션브릿지,17100,0,0.0,1093.0,15.65,6457.0,2.65,270,1.58
1431,039200,오스코텍,43100,2500,6.16,,,1708.0,25.23,0,0.0
1432,226400,오스테오닉,4085,75,1.87,40.0,102.13,2295.0,1.78,0,0.0
1433,031510,오스템,3680,-45,-1.21,,,4219.0,0.87,20,0.54
1434,048260,오스템임플란트,89000,-2000,-2.2,,,5602.0,15.89,0,0.0
1435,138080,오이솔루션,44650,-500,-1.11,4756.0,9.39,13112.0,3.41,400,0.9
1436,080580,오킨스전자,29350,-300,-1.01,18.0,1630.56,1845.0,15.91,0,0.0
1437,067170,오텍,13800,0,0.0,719.0,19.19,9288.0,1.49,130,0.94
1438,173130,오파스넷,4920,-40,-0.81,,,1492.0,3.3,0,0.0
1439,049480,오픈베이스,3025,-25,-0.82,51.0,59.31,2062.0,1.47,15,0.5
1440,309930,오하임아이엔티,5860,1345,29.79,,,,,0,0.0
1441,244460,올리패스,9430,10,0.11,,,809.0,11.66,0,0.0
1442,226950,올릭스,40850,1600,4.08,,,3203.0,12.75,0,0.0
1443,057540,옴니시스템,2280,5,0.22,463.0,4.92,2326.0,0.98,0,0.0
1444,082210,옵트론텍,9350,200,2.19,461.0,20.28,4750.0,1.97,30,0.32
1445,109080,옵티시스,9440,-60,-0.63,579.0,16.3,6727.0,1.4,50,0.53
1446,153710,옵티팜,11450,250,2.23,,,2477.0,4.62,0,0.0
1447,321820,와이더플래닛,25150,-250,-0.98,,,422.0,59.6,0,0.0
1448,122990,와이솔,13000,0,0.0,1228.0,10.59,12099.0,1.07,250,1.92
1449,232140,와이아이케이,6870,-50,-0.72,,,1580.0,4.35,0,0.0
1450,067900,와이엔텍,16700,-150,-0.89,1012.0,16.5,7405.0,2.26,0,0.0
1451,155650,와이엠씨,9330,190,2.08,,,4046.0,2.31,0,0.0
1452,251370,와이엠티,21350,50,0.23,900.0,23.72,5222.0,4.09,0,0.0
1453,066430,와이오엠,3000,20,0.67,,,940.0,3.19,0,0.0
1454,193250,와이제이엠게임즈,2415,25,1.05,,,1324.0,1.82,0,0.0
1455,273060,와이즈버즈,1890,55,3.0,,,,,0,0.0
1456,019210,와이지-원,9010,330,3.8,41.0,219.76,10380.0,0.87,120,1.33
1457,122870,와이지엔터테인먼트,45100,-250,-0.55,,,18508.0,2.44,0,0.0
1458,332570,와이팜,10500,0,0.0,339.0,30.97,1389.0,7.56,0,0.0
1459,079000,와토스코리아,8590,300,3.62,437.0,19.66,10456.0,0.82,200,2.33
1460,070960,용평리조트,4750,-80,-1.66,,,8222.0,0.58,0,0.0
1461,114630,우노앤컴퍼니,5890,-270,-4.38,,,4911.0,1.2,100,1.7
1462,316140,우리금융지주,10400,100,0.97,2727.0,3.81,29782.0,0.35,700,6.73
1463,033660,우리금융캐피탈,11000,-50,-0.45,1784.0,6.17,14145.0,0.78,650,5.91
1464,032820,우리기술,1400,10,0.72,,,339.0,4.13,0,0.0
1465,041190,우리기술투자,12550,100,0.8,140.0,89.64,899.0,13.96,0,0.0
1466,115440,우리넷,8970,40,0.45,283.0,31.7,7874.0,1.14,50,0.56
1467,004720,우리들제약,10200,610,6.36,26.0,392.31,4801.0,2.12,0,0.0
1468,118000,우리들휴브레인,2315,5,0.22,,,1020.0,2.27,0,0.0
1469,046970,우리로,1910,0,0.0,,,1107.0,1.73,0,0.0
1470,082850,우리바이오,4760,440,10.19,107.0,44.49,2078.0,2.29,0,0.0
1471,215360,우리산업,28850,50,0.17,802.0,35.97,12469.0,2.31,120,0.42
1472,072470,우리산업홀딩스,5680,-10,-0.18,10.0,568.0,6836.0,0.83,25,0.44
1473,073560,우리손에프앤지,2430,50,2.1,61.0,39.84,2645.0,0.92,25,1.03
1474,153490,우리이앤엘,1830,420,29.79,99.0,18.48,1223.0,1.5,0,0.0
1475,037400,우리조명,3760,865,29.88,53.0,70.94,2799.0,1.34,0,0.0
1476,010050,우리종금,902,-2,-0.22,78.0,11.56,536.0,1.68,0,0.0
1477,101170,우림기계,4530,20,0.44,,,6428.0,0.7,0,0.0
1478,006980,우성사료,4085,0,0.0,464.0,8.8,5612.0,0.73,15,0.37
1479,066590,우수AMS,5800,-200,-3.33,11.0,527.27,2442.0,2.38,0,0.0
1480,017370,우신시스템,5430,-100,-1.81,347.0,15.65,6224.0,0.87,0,0.0
1481,103840,우양,6410,-70,-1.08,326.0,19.66,2347.0,2.73,0,0.0
1482,046940,우원개발,6950,60,0.87,818.0,8.5,4666.0,1.49,0,0.0
1483,215380,우정바이오,7590,260,3.55,28.0,271.07,2555.0,2.97,0,0.0
1484,065680,우주일렉트로,26400,-1450,-5.21,1407.0,18.76,19095.0,1.38,300,1.14
1485,105840,우진,5370,20,0.37,,,5704.0,0.94,100,1.86
1486,018620,우진비앤지,2835,35,1.25,,,1050.0,2.7,0,0.0
1487,010400,우진아이엔에스,8640,220,2.61,279.0,30.97,14032.0,0.62,250,2.89
1488,049800,우진플라임,9320,180,1.97,,,5263.0,1.77,0,0.0
1489,016880,웅진,3355,5,0.15,,,917.0,3.66,0,0.0
1490,095720,웅진씽크빅,4505,-185,-3.94,,,3510.0,1.28,310,6.88
1491,005820,원림,24600,300,1.23,1450.0,16.97,39414.0,0.62,250,1.02
1492,307280,원바이오젠,2270,-55,-2.37,,,,,0,0.0
1493,053080,원방테크,46100,1250,2.79,3571.0,12.91,25476.0,1.81,0,0.0
1494,032940,원익,5360,10,0.19,2577.0,2.08,6293.0,0.85,0,0.0
1495,240810,원익IPS,57800,2500,4.52,899.0,64.29,11543.0,5.01,0,0.0
1496,074600,원익QnC,25850,1250,5.08,99.0,261.11,8103.0,3.19,0,0.0
1497,104830,원익머트리얼즈,38700,500,1.31,2229.0,17.36,24386.0,1.59,150,0.39
1498,014190,원익큐브,6380,-220,-3.33,108.0,59.07,2276.0,2.8,0,0.0
1499,030530,원익홀딩스,7060,70,1.0,444.0,15.9,9949.0,0.71,0,0.0
1500,012620,원일특강,11250,-250,-2.17,2259.0,4.98,26821.0,0.42,150,1.33
1501,008370,원풍,6580,-270,-3.94,173.0,38.03,6125.0,1.07,150,2.28
1502,008290,원풍물산,1890,-10,-0.53,,,1119.0,1.69,0,0.0
1503,101160,월덱스,29050,1150,4.12,1180.0,24.62,5433.0,5.35,50,0.17
1504,095270,웨이브일렉트로,6500,330,5.35,,,1239.0,5.25,0,0.0
1505,010600,웰바이오텍,3520,650,22.65,,,1774.0,1.98,0,0.0
1506,065950,웰크론,5130,40,0.79,,,2182.0,2.35,0,0.0
1507,076080,웰크론한텍,3850,15,0.39,,,3257.0,1.18,0,0.0
1508,196700,웹스,2180,80,3.81,,,2837.0,0.77,0,0.0
1509,069080,웹젠,44400,-4000,-8.26,1369.0,32.43,10064.0,4.41,0,0.0
1510,053580,웹케시,77700,2500,3.32,1406.0,55.26,8017.0,9.69,200,0.26
1511,071460,위니아딤채,4040,65,1.64,131.0,30.84,2393.0,1.69,0,0.0
1512,044340,위닉스,23500,0,0.0,2478.0,9.48,8541.0,2.75,500,2.13
1513,330350,위더스제약,20450,950,4.87,1036.0,19.74,8730.0,2.34,205,1.0
1514,348350,위드텍,46050,400,0.88,2969.0,15.51,12730.0,3.62,0,0.0
1515,112040,위메이드,59000,-800,-1.34,,,14108.0,4.18,600,1.02
1516,065370,위세아이텍,13000,0,0.0,532.0,24.44,2211.0,5.88,50,0.38
1517,038620,위즈코프,1650,80,5.1,2.0,825.0,984.0,1.68,0,0.0
1518,299900,위지윅스튜디오,13400,500,3.88,204.0,65.69,1978.0,6.77,0,0.0
1519,036090,위지트,2085,75,3.73,31.0,67.26,921.0,2.26,0,0.0
1520,136540,윈스,17400,300,1.75,1323.0,13.15,9299.0,1.87,350,2.01
1521,320000,윈텍,2990,95,3.28,,,,,0,0.0
1522,097800,윈팩,2920,145,5.23,254.0,11.5,1263.0,2.31,0,0.0
1523,192390,윈하이텍,3880,120,3.19,,,4905.0,0.79,0,0.0
1524,313760,윌링스,15200,100,0.66,717.0,21.2,7453.0,2.04,80,0.53
1525,008600,윌비스,1925,-10,-0.52,,,1697.0,1.13,0,0.0
1526,033270,유나이티드제약,49900,-500,-0.99,2087.0,23.91,15716.0,3.18,330,0.66
1527,014830,유니드,68000,900,1.34,7600.0,8.95,79982.0,0.85,1200,1.76
1528,036200,유니셈,15600,350,2.3,749.0,20.83,4198.0,3.72,50,0.32
1529,018000,유니슨,4305,120,2.87,,,731.0,5.89,0,0.0
1530,000910,유니온,9620,90,0.94,,,6355.0,1.51,100,1.04
1531,047400,유니온머티리얼,4380,60,1.39,57.0,76.84,2045.0,2.14,50,1.14
1532,203450,유니온커뮤니티,5710,490,9.39,299.0,19.1,2360.0,2.42,70,1.23
1533,011330,유니켐,1645,60,3.79,235.0,7.0,1238.0,1.33,0,0.0
1534,077500,유니퀘스트,11750,0,0.0,953.0,12.33,7830.0,1.5,150,1.28
1535,011320,유니크,8210,-90,-1.08,220.0,37.32,5184.0,1.58,12,0.15
1536,086390,유니테스트,22700,-200,-0.87,1259.0,18.03,7543.0,3.01,250,1.1
1537,241690,유니테크노,7350,210,2.94,239.0,30.75,2777.0,2.65,0,0.0
1538,142210,유니트론텍,7280,-10,-0.14,301.0,24.19,4023.0,1.81,100,1.37
1539,048430,유라테크,12200,-250,-2.01,202.0,60.4,9349.0,1.3,100,0.82
1540,206650,유바이오로직스,26900,1550,6.11,,,1221.0,22.03,0,0.0
1541,089850,유비벨록스,12500,100,0.81,851.0,14.69,10348.0,1.21,0,0.0
1542,032620,유비케어,8400,120,1.45,133.0,63.16,1965.0,4.27,40,0.48
1543,264450,유비쿼스,21300,50,0.24,1089.0,19.56,8612.0,2.47,450,2.11
1544,078070,유비쿼스홀딩스,21000,-100,-0.47,424.0,49.53,10715.0,1.96,130,0.62
1545,002920,유성기업,3570,270,8.18,678.0,5.27,10636.0,0.34,200,5.6
1546,024800,유성티엔에스,3750,20,0.54,923.0,4.06,7121.0,0.53,15,0.4
1547,000700,유수홀딩스,7290,390,5.65,163.0,44.72,8702.0,0.84,0,0.0
1548,054930,유신,19900,-50,-0.25,,,27126.0,0.73,0,0.0
1549,069330,유아이디,1055,0,0.0,,,1284.0,0.82,0,0.0
1550,049520,유아이엘,4180,35,0.84,395.0,10.58,7761.0,0.54,400,9.57
1551,313750,유안타제4호스팩,2135,-5,-0.23,,,,,0,0.0
1552,336060,유안타제5호스팩,2115,5,0.24,,,,,0,0.0
1553,340360,유안타제6호스팩,2900,-100,-3.33,,,,,0,0.0
1554,367460,유안타제7호스팩,2125,10,0.47,,,,,0,0.0
1555,367480,유안타제8호스팩,2045,10,0.49,,,,,0,0.0
1556,003470,유안타증권,4330,30,0.7,394.0,10.99,5947.0,0.73,0,0.0
1557,003475,유안타증권우,4925,-285,-5.47,,,,,0,0.0
1558,056090,유앤아이,4710,15,0.32,,,4892.0,0.96,0,0.0
1559,011690,유양디앤유,2440,0,0.0,,,3970.0,0.61,0,0.0
1560,263770,유에스티,6450,-120,-1.83,108.0,59.72,1957.0,3.3,0,0.0
1561,072130,유엔젤,4450,20,0.45,,,2745.0,1.62,0,0.0
1562,000220,유유제약,10800,2310,27.21,392.0,27.55,6005.0,1.8,210,1.94
1563,000225,유유제약1우,11250,2570,29.61,,,,,220,1.96
1564,000227,유유제약2우B,25000,3700,17.37,,,,,220,0.88
1565,340930,유일에너테크,22950,1800,8.51,1060.0,21.65,1277.0,17.97,0,0.0
1566,023410,유진기업,5890,-120,-2.0,272.0,21.65,9929.0,0.59,150,2.55
1567,056080,유진로봇,4400,-100,-2.22,,,1385.0,3.18,0,0.0
1568,321260,유진스팩4호,2130,10,0.47,,,,,0,0.0
1569,331380,유진스팩5호,2125,15,0.71,,,,,0,0.0
1570,373340,유진스팩6호,2060,0,0.0,,,,,0,0.0
1571,084370,유진테크,50900,2000,4.09,257.0,198.05,10366.0,4.91,230,0.45
1572,001200,유진투자증권,4320,40,0.93,427.0,10.12,8151.0,0.53,70,1.62
1573,178780,유테크,1730,0,0.0,,,899.0,1.92,0,0.0
1574,179900,유티아이,17900,-350,-1.92,317.0,56.47,3900.0,4.59,100,0.56
1575,263050,유틸렉스,40250,-1450,-3.48,,,4300.0,9.36,0,0.0
1576,000100,유한양행,65800,2700,4.28,616.0,106.82,23178.0,2.84,400,0.61
1577,000105,유한양행우,64100,1200,1.91,,,,,410,0.64
1578,003460,유화증권,2710,10,0.37,99.0,27.37,6180.0,0.44,120,4.43
1579,003465,유화증권우,2700,0,0.0,,,,,130,4.81
1580,191410,육일씨엔에쓰,2935,145,5.2,,,3147.0,0.93,0,0.0
1581,008730,율촌화학,20050,-50,-0.25,734.0,27.32,13790.0,1.45,500,2.49
1582,072770,율호,2635,155,6.25,,,636.0,4.14,0,0.0
1583,008250,이건산업,10900,550,5.31,73.0,149.32,16294.0,0.67,200,1.83
1584,039020,이건홀딩스,5260,1210,29.88,186.0,28.28,6634.0,0.79,70,1.33
1585,025820,이구산업,3075,135,4.59,,,3027.0,1.02,30,0.98
1586,060230,이그잭스,1710,-50,-2.84,,,769.0,2.22,0,0.0
1587,067920,이글루시큐리티,6580,60,0.92,211.0,31.18,4392.0,1.5,140,2.13
1588,044960,이글벳,8220,120,1.48,100.0,82.2,2811.0,2.92,20,0.24
1589,302430,이노메트리,19850,850,4.47,480.0,41.35,5433.0,3.65,400,2.02
1590,214320,이노션,60500,-1000,-1.63,3681.0,16.44,38184.0,1.58,1500,2.48
1591,073490,이노와이어리스,48150,-350,-0.72,2190.0,21.99,13479.0,3.57,250,0.52
1592,086250,이노와이즈,1405,0,0.0,,,,,0,0.0
1593,215790,이노인스트루먼트,2395,-20,-0.83,,,1476.0,1.62,0,0.0
1594,246960,이노테라피,16050,-150,-0.93,,,2990.0,5.37,0,0.0
1595,088390,이녹스,13300,-100,-0.75,,,12820.0,1.04,0,0.0
1596,272290,이녹스첨단소재,57100,-900,-1.55,3655.0,15.62,18500.0,3.09,0,0.0
1597,053350,이니텍,5540,-20,-0.36,,,5856.0,0.95,20,0.36
1598,258610,이더블유케이,7840,10,0.13,,,3422.0,2.29,0,0.0
1599,215090,이디티,1435,15,1.06,,,778.0,1.84,0,0.0
1600,041520,이라이콤,12250,100,0.82,,,16821.0,0.73,100,0.82
1601,264850,이랜시스,2745,70,2.62,48.0,57.19,895.0,3.07,40,1.46
1602,054210,이랜텍,7870,10,0.13,571.0,13.78,7484.0,1.05,100,1.27
1603,164060,이루다,11850,50,0.42,505.0,23.47,2456.0,4.82,0,0.0
1604,065440,이루온,1750,15,0.86,20.0,87.5,1263.0,1.39,0,0.0
1605,139480,이마트,169500,-1500,-0.88,7620.0,22.24,315997.0,0.54,2000,1.18
1606,115610,이미지스,2680,80,3.08,,,1528.0,1.75,0,0.0
1607,349720,이베스트스팩5호,2095,15,0.72,,,,,0,0.0
1608,323210,이베스트이안스팩1호,2090,0,0.0,,,,,0,0.0
1609,078020,이베스트투자증권,8110,-30,-0.37,1132.0,7.16,9264.0,0.88,345,4.25
1610,080010,이상네트웍스,7710,80,1.05,1061.0,7.27,10650.0,0.72,100,1.3
1611,086890,이수앱지스,14200,700,5.19,,,2073.0,6.85,0,0.0
1612,007660,이수페타시스,3325,5,0.15,,,1842.0,1.81,60,1.8
1613,005950,이수화학,11950,450,3.91,,,18013.0,0.66,400,3.35
1614,015020,이스타코,2030,20,1.0,307.0,6.61,1141.0,1.78,0,0.0
1615,047560,이스트소프트,11000,500,4.76,,,3826.0,2.88,0,0.0
1616,067010,이씨에스,7900,-100,-1.25,308.0,25.65,3645.0,2.17,100,1.27
1617,093230,이아이디,306,-3,-0.97,1.0,306.0,251.0,1.22,0,0.0
1618,052190,이에스에이,8850,0,0.0,,,22980.0,0.39,0,0.0
1619,101360,이엔드디,32350,3150,10.79,1047.0,30.9,1572.0,20.58,0,0.0
1620,102710,이엔에프테크놀로지,43250,1750,4.22,3285.0,13.17,18688.0,2.31,150,0.35
1621,066980,이엔코퍼레이션,12950,0,0.0,50.0,259.0,6200.0,2.09,0,0.0
1622,074610,이엔플러스,4355,-30,-0.68,,,1232.0,3.53,0,0.0
1623,063760,이엘피,7130,10,0.14,453.0,15.74,7495.0,0.95,120,1.68
1624,087730,이엠네트웍스,8160,0,0.0,,,855.0,9.54,0,0.0
1625,123570,이엠넷,5630,40,0.72,322.0,17.48,2617.0,2.15,30,0.53
1626,083470,이엠앤아이,1585,0,0.0,968.0,1.64,219.0,7.24,0,0.0
1627,095190,이엠코리아,5230,-20,-0.38,,,2076.0,2.52,0,0.0
1628,091120,이엠텍,18350,0,0.0,24.0,764.58,11185.0,1.64,0,0.0
1629,102460,이연제약,19150,1150,6.39,352.0,54.4,12879.0,1.49,350,1.83
1630,039030,이오테크닉스,126900,-2400,-1.86,984.0,128.96,31593.0,4.02,150,0.12
1631,294090,이오플로우,62700,700,1.13,,,364.0,172.25,0,0.0
1632,088290,이원컴포텍,7650,-200,-2.55,163.0,46.93,1155.0,6.62,0,0.0
1633,084680,이월드,3260,-25,-0.76,27.0,120.74,2729.0,1.19,0,0.0
1634,181340,이즈미디어,20400,1350,7.09,,,5089.0,4.01,0,0.0
1635,353810,이지바이오,6990,-10,-0.14,,,,,0,0.0
1636,099750,이지케어텍,21000,650,3.19,,,6500.0,3.23,86,0.41
1637,035810,이지홀딩스,4640,-15,-0.32,39.0,118.97,7110.0,0.65,50,1.08
1638,160600,이큐셀,310,0,0.0,,,563.0,0.55,0,0.0
1639,092130,이크레더블,21900,-100,-0.45,1134.0,19.31,4460.0,4.91,740,3.38
1640,096040,이트론,546,2,0.37,,,187.0,2.92,0,0.0
1641,134060,이퓨쳐,9900,0,0.0,381.0,25.98,3856.0,2.57,0,0.0
1642,001840,이화공영,7500,-10,-0.13,14.0,535.71,2157.0,3.48,10,0.13
1643,000760,이화산업,21000,450,2.19,,,36329.0,0.58,0,0.0
1644,024810,이화전기,226,-1,-0.44,,,292.0,0.77,0,0.0
1645,014990,인디에프,1310,-10,-0.76,,,1063.0,1.23,0,0.0
1646,041830,인바디,21800,0,0.0,1532.0,14.23,10209.0,2.14,140,0.64
1647,352940,인바이오,10950,50,0.46,453.0,24.17,3383.0,3.24,0,0.0
1648,101140,인바이오젠,4175,155,3.86,410.0,10.18,1664.0,2.51,0,0.0
1649,079950,인베니아,2760,45,1.66,53.0,52.08,1945.0,1.42,0,0.0
1650,277410,인산가,2090,-5,-0.24,121.0,17.27,1154.0,1.81,30,1.44
1651,060150,인선이엔티,14550,50,0.34,441.0,32.99,5361.0,2.71,0,0.0
1652,033230,인성정보,2275,-5,-0.22,,,1538.0,1.48,0,0.0
1653,006490,인스코비,3020,-10,-0.33,,,260.0,11.62,0,0.0
1654,037330,인지디스플레,3610,-5,-0.14,112.0,32.23,3820.0,0.95,75,2.08
1655,023800,인지컨트롤스,18250,1650,9.94,,,11832.0,1.54,100,0.55
1656,034590,인천도시가스,26800,200,0.75,2598.0,10.32,42280.0,0.63,1250,4.66
1657,083640,인콘,2365,-30,-1.25,,,1778.0,1.33,0,0.0
1658,216050,인크로스,57500,-1200,-2.04,1240.0,46.37,8160.0,7.05,0,0.0
1659,049070,인탑스,30950,-50,-0.16,2073.0,14.93,25323.0,1.22,250,0.81
1660,119610,인터로조,22950,-200,-0.86,1494.0,15.36,10970.0,2.09,300,1.31
