Date,SPY,IEV,EWJ,EEM,TLT,IEF,IYR,RWX,GLD,DBC
1999-12-31,98.79261016845703,,47.88861846923828,,,,,,,
2000-01-03,97.82567596435547,,47.52165985107422,,,,,,,
2000-01-04,94.00010681152344,,46.23727798461914,,,,,,,
2000-01-05,94.16825866699219,,44.952911376953125,,,,,,,
2000-01-06,92.65486145019531,,43.118099212646484,,,,,,,
2000-01-07,98.03589630126953,,44.0355110168457,,,,,,,
2000-01-10,98.3722152709961,,44.769432067871094,,,,,,,
2000-01-11,97.19509887695312,,44.402469635009766,,,,,,,
2000-01-12,96.22821044921875,,44.0355110168457,,,,,,,
2000-01-13,97.53144073486328,,44.769432067871094,,,,,,,
2000-01-14,98.85567474365234,,45.13639450073242,,,,,,,
2000-01-18,98.07793426513672,,44.769432067871094,,,,,,,
2000-01-19,98.87665557861328,,44.402469635009766,,,,,,,
2000-01-20,97.36325073242188,,44.0355110168457,,,,,,,
2000-01-21,97.15299224853516,,43.85201644897461,,,,,,,
2000-01-24,94.39948272705078,,43.66854476928711,,,,,,,
2000-01-25,95.47146606445312,,44.218997955322266,,,,,,,
2000-01-26,94.71478271484375,,44.769432067871094,,,,,,,
2000-01-27,94.33642578125,,44.402469635009766,,,,,,,
2000-01-28,91.39366912841797,,44.0355110168457,,,,,,,
2000-01-31,93.87398529052734,,45.13639450073242,,,,,,,
2000-02-01,94.79885864257812,,45.13639450073242,,,,,,,
2000-02-02,94.88296508789062,,45.503360748291016,,,,,,,
2000-02-03,96.31224822998047,,46.23727798461914,,,,,,,
2000-02-04,95.91292572021484,,46.97121047973633,,,,,,,
2000-02-07,95.76575469970703,,46.23727798461914,,,,,,,
2000-02-08,97.0689468383789,,45.503360748291016,,,,,,,
2000-02-09,95.03006744384766,,45.503360748291016,,,,,,,
2000-02-10,95.21924591064453,,45.503360748291016,,,,,,,
2000-02-11,93.28549194335938,,45.13639450073242,,,,,,,
2000-02-14,93.83197021484375,,45.870323181152344,,,,,,,
2000-02-15,94.8934097290039,,44.402469635009766,,,,,,,
2000-02-16,93.49564361572266,,44.218997955322266,,,,,,,
2000-02-17,93.01219940185547,,44.5859489440918,,,,,,,
2000-02-18,91.01533508300781,,43.85201644897461,,,,,,,
2000-02-22,90.78409576416016,,43.118099212646484,,,,,,,
2000-02-23,91.8560791015625,,42.751129150390625,,,,,,,
2000-02-24,90.00636291503906,,42.93461990356445,,,,,,,
2000-02-25,89.68057250976562,,43.48506164550781,,,,,,,
2000-02-28,91.56181335449219,,44.218997955322266,,,,,,,
2000-02-29,92.4446029663086,,44.5859489440918,,,,,,,
2000-03-01,93.1172866821289,,45.503360748291016,,,,,,,
2000-03-02,93.18032836914062,,44.5859489440918,,,,,,,
2000-03-03,94.92498016357422,,44.952911376953125,,,,,,,
2000-03-06,94.00010681152344,,43.30157470703125,,,,,,,
2000-03-07,92.18187713623047,,43.85201644897461,,,,,,,
2000-03-08,92.0662841796875,,44.5859489440918,,,,,,,
2000-03-09,94.75685119628906,,44.218997955322266,,,,,,,
2000-03-10,94.25233459472656,,43.85201644897461,,,,,,,
2000-03-13,93.22238159179688,,41.65026092529297,,,,,,,
2000-03-14,91.89814758300781,,42.38418197631836,,,,,,,
2000-03-15,94.04214477539062,,42.93461990356445,,,,,,,
2000-03-16,98.43525695800781,,44.5859489440918,,,,,,,
2000-03-17,99.0858154296875,,44.0355110168457,,,,,,,
2000-03-20,98.58007049560547,,44.402469635009766,,,,,,,
2000-03-21,100.60309600830078,,44.218997955322266,,,,,,,
2000-03-22,101.2142105102539,,43.85201644897461,,,,,,,
2000-03-23,102.94220733642578,,43.85201644897461,,,,,,,
2000-03-24,103.55330657958984,,43.85201644897461,,,,,,,
2000-03-27,102.45755767822266,,44.402469635009766,,,,,,,
2000-03-28,101.86750030517578,,45.503360748291016,,,,,,,
2000-03-29,101.9729232788086,,46.97121047973633,,,,,,,
2000-03-30,100.26593017578125,,46.60424041748047,,,,,,,
2000-03-31,101.40383911132812,,48.43905258178711,,,,,,,
2000-04-03,101.99392700195312,,47.88861846923828,,,,,,,
2000-04-04,101.23527526855469,,46.60424041748047,,,,,,,
2000-04-05,100.60309600830078,,46.787723541259766,,,,,,,
2000-04-06,101.47761535644531,,46.60424041748047,,,,,,,
2000-04-07,102.12035369873047,,46.787723541259766,,,,,,,
2000-04-10,101.72002410888672,,46.60424041748047,,,,,,,
2000-04-11,101.4249496459961,,46.23727798461914,,,,,,,
2000-04-12,98.64335632324219,,46.60424041748047,,,,,,,
2000-04-13,97.27352142333984,,45.870323181152344,,,,,,,
2000-04-14,91.71025085449219,,44.402469635009766,,,,,,,
2000-04-17,94.91334533691406,,44.402469635009766,,,,,,,
2000-04-18,97.4210433959961,,44.5859489440918,,,,,,,
2000-04-19,96.5149154663086,,44.218997955322266,,,,,,,
2000-04-20,96.9785385131836,,44.952911376953125,,,,,,,
2000-04-24,95.92488098144531,,44.769432067871094,,,,,,,
2000-04-25,99.9076919555664,,46.05380630493164,,,,,,,
2000-04-26,98.7802734375,,45.13639450073242,,,,,,,
2000-04-27,98.45366668701172,,44.5859489440918,,,,,,,
2000-04-28,97.84251403808594,,44.769432067871094,,,,,,,
2000-05-01,99.17008972167969,,45.68684387207031,,,,,,,
2000-05-02,97.18922424316406,,45.13639450073242,,,,,,,
2000-05-03,94.91334533691406,,44.5859489440918,,,,,,,
2000-05-04,95.62985229492188,,45.13639450073242,,,,,,,
2000-05-05,96.78888702392578,,45.13639450073242,,,,,,,
2000-05-08,96.06181335449219,,44.769432067871094,,,,,,,
2000-05-09,95.2927017211914,,44.218997955322266,,,,,,,
2000-05-10,93.14321899414062,,43.85201644897461,,,,,,,
2000-05-11,95.27156829833984,,43.34746170043945,,,,,,,
2000-05-12,96.3041763305664,,44.0355110168457,,,,,,,
2000-05-15,97.96894836425781,,43.85201644897461,,,,,,,
2000-05-16,98.91722869873047,,44.0355110168457,,,,,,,
2000-05-17,97.88467407226562,,42.93461990356445,,,,,,,
2000-05-18,96.68350982666016,,43.118099212646484,,,,,,,
2000-05-19,95.166259765625,,42.567649841308594,,,,,,,
2000-05-22,94.44972229003906,,41.466773986816406,,,,,,,
2000-05-23,93.05889129638672,,41.466773986816406,,,,,,,
2000-05-24,94.57620239257812,,42.20069122314453,,,,,,,
2000-05-25,92.95357513427734,,41.833736419677734,,,,,,,
2000-05-26,93.05889129638672,,42.20069122314453,,,,,,,
2000-05-30,96.09346008300781,,43.30157470703125,,,,,,,
2000-05-31,96.3041763305664,,42.20069122314453,,,,,,,
2000-06-01,97.9900131225586,,42.751129150390625,,,,,,,
2000-06-02,99.69696044921875,,44.0355110168457,,,,,,,
2000-06-05,99.2122802734375,,44.0355110168457,,,,,,,
2000-06-06,98.76974487304688,,44.218997955322266,,,,,,,
2000-06-07,99.45463562011719,,44.402469635009766,,,,,,,
2000-06-08,99.06475830078125,,44.0355110168457,,,,,,,
2000-06-09,98.85400390625,,43.66854476928711,,,,,,,
2000-06-12,97.69499206542969,,43.48506164550781,,,,,,,
2000-06-13,99.52835083007812,,43.48506164550781,,,,,,,
2000-06-14,99.69696044921875,,42.93461990356445,,,,,,,
2000-06-15,99.9076919555664,,42.20069122314453,,,,,,,
2000-06-16,99.08675384521484,,42.01722717285156,,,,,,,
